hm,Station Number,Day/Month/Year Hour24:Minutes in DD/MM/YYYY HH24:MI format in Local standard time,Mean sea level pressure in hPa,Quality of mean sea level pressure,Station level pressure in hPa,Quality of station level pressure,AWS Flag,#
hm, 14015,26/01/2015 20:30,1007.6,N,1003.6,N, 2,#
hm, 14015,26/01/2015 21:00,1007.7,N,1003.7,N, 2,#
hm, 14015,26/01/2015 21:30,1007.9,N,1003.9,N, 2,#
hm, 14015,26/01/2015 22:00,1008.0,N,1004.0,N, 2,#
hm, 14015,26/01/2015 22:30,1007.8,N,1003.8,N, 2,#
hm, 14015,26/01/2015 23:00,1008.1,N,1004.1,N, 2,#
hm, 14015,26/01/2015 23:30,1008.5,N,1004.5,N, 2,#
hm, 14015,27/01/2015 00:00,1008.3,N,1004.3,N, 2,#
hm, 14015,27/01/2015 00:30,1007.8,N,1003.8,N, 2,#
hm, 14015,27/01/2015 01:00,1007.3,N,1003.3,N, 2,#
hm, 14015,27/01/2015 01:30,1006.7,N,1002.7,N, 2,#
hm, 14015,27/01/2015 02:00,1006.4,N,1002.4,N, 2,#
hm, 14015,27/01/2015 02:30,1006.0,N,1002.0,N, 2,#
hm, 14015,27/01/2015 03:00,1005.8,N,1001.8,N, 2,#
hm, 14015,27/01/2015 03:30,1005.8,N,1001.8,N, 2,#
hm, 14015,27/01/2015 04:00,1005.7,N,1001.7,N, 2,#
hm, 14015,27/01/2015 04:30,1005.8,N,1001.8,N, 2,#
hm, 14015,27/01/2015 05:00,1005.9,N,1001.9,N, 2,#
hm, 14015,27/01/2015 05:30,1006.3,N,1002.3,N, 2,#
hm, 14015,27/01/2015 06:00,1006.8,N,1002.8,N, 2,#
hm, 14015,27/01/2015 06:30,1006.9,N,1002.9,N, 2,#
hm, 14015,27/01/2015 07:00,1007.4,N,1003.4,N, 2,#
hm, 14015,27/01/2015 07:30,1007.7,N,1003.7,N, 2,#
hm, 14015,27/01/2015 08:00,1008.1,N,1004.1,N, 2,#
hm, 14015,27/01/2015 08:30,1008.2,N,1004.2,N, 2,#
hm, 14015,27/01/2015 09:00,1008.1,N,1004.2,N, 2,#
hm, 14015,27/01/2015 09:30,1008.3,N,1004.4,N, 2,#
hm, 14015,27/01/2015 10:00,1007.9,N,1004.0,N, 2,#
hm, 14015,27/01/2015 10:30,1007.6,N,1003.7,N, 2,#
hm, 14015,27/01/2015 11:00,1007.4,N,1003.5,N, 2,#
hm, 14015,27/01/2015 11:30,1007.9,N,1003.9,N, 2,#
hm, 14015,27/01/2015 11:38,1007.6,N,1003.6,N, 2,#
hm, 14015,27/01/2015 11:47,1007.4,N,1003.4,N, 2,#
hm, 14015,27/01/2015 12:00,1007.6,N,1003.6,N, 2,#
hm, 14015,27/01/2015 12:28,1008.0,N,1004.0,N, 2,#
hm, 14015,27/01/2015 12:30,1008.0,N,1004.0,N, 2,#
hm, 14015,27/01/2015 13:00,1007.4,N,1003.4,N, 2,#
hm, 14015,27/01/2015 13:30,1006.4,N,1002.4,N, 2,#
hm, 14015,27/01/2015 14:00,1005.6,N,1001.6,N, 2,#
hm, 14015,27/01/2015 14:30,1005.2,N,1001.2,N, 2,#
hm, 14015,27/01/2015 15:00,1004.8,N,1000.8,N, 2,#
hm, 14015,27/01/2015 15:30,1004.8,N,1000.8,N, 2,#
hm, 14015,27/01/2015 16:00,1004.7,N,1000.7,N, 2,#
hm, 14015,27/01/2015 16:30,1004.3,N,1000.3,N, 2,#
hm, 14015,27/01/2015 17:00,1004.0,N,1000.0,N, 2,#
hm, 14015,27/01/2015 17:30,1003.9,N, 999.9,N, 2,#
hm, 14015,27/01/2015 18:00,1004.4,N,1000.4,N, 2,#
hm, 14015,27/01/2015 18:30,1004.7,N,1000.7,N, 2,#
hm, 14015,27/01/2015 19:00,1004.6,N,1000.6,N, 2,#
hm, 14015,27/01/2015 19:30,1005.2,N,1001.2,N, 2,#
hm, 14015,27/01/2015 20:00,1006.1,N,1002.1,N, 2,#
hm, 14015,27/01/2015 20:30,1006.7,N,1002.7,N, 2,#
hm, 14015,27/01/2015 21:00,1007.1,N,1003.1,N, 2,#
hm, 14015,27/01/2015 21:30,1007.2,N,1003.2,N, 2,#
hm, 14015,27/01/2015 22:00,1007.4,N,1003.4,N, 2,#
hm, 14015,27/01/2015 22:30,1007.4,N,1003.4,N, 2,#
hm, 14015,27/01/2015 23:00,1007.5,N,1003.5,N, 2,#
hm, 14015,27/01/2015 23:30,1007.4,N,1003.4,N, 2,#
hm, 14015,28/01/2015 00:00,1007.3,N,1003.3,N, 2,#
hm, 14015,28/01/2015 00:30,1007.1,N,1003.1,N, 2,#
hm, 14015,28/01/2015 01:00,1006.1,N,1002.1,N, 2,#
hm, 14015,28/01/2015 01:30,1005.9,N,1001.9,N, 2,#
hm, 14015,28/01/2015 02:00,1005.3,N,1001.3,N, 2,#
hm, 14015,28/01/2015 02:30,1004.9,N,1000.9,N, 2,#
hm, 14015,28/01/2015 03:00,1004.7,N,1000.7,N, 2,#
hm, 14015,28/01/2015 03:30,1004.3,N,1000.3,N, 2,#
hm, 14015,28/01/2015 04:00,1004.3,N,1000.3,N, 2,#
hm, 14015,28/01/2015 04:30,1003.9,N, 999.9,N, 2,#
hm, 14015,28/01/2015 05:00,1003.8,N, 999.8,N, 2,#
hm, 14015,28/01/2015 05:30,1004.1,N,1000.1,N, 2,#
hm, 14015,28/01/2015 06:00,1004.2,N,1000.2,N, 2,#
hm, 14015,28/01/2015 06:30,1004.4,N,1000.4,N, 2,#
hm, 14015,28/01/2015 07:00,1004.6,N,1000.6,N, 2,#
hm, 14015,28/01/2015 07:30,1005.1,N,1001.1,N, 2,#
hm, 14015,28/01/2015 08:00,1005.6,N,1001.6,N, 2,#
hm, 14015,28/01/2015 08:30,1005.8,N,1001.8,N, 2,#
hm, 14015,28/01/2015 09:00,1006.1,N,1002.1,N, 2,#
hm, 14015,28/01/2015 09:30,1006.0,N,1002.1,N, 2,#
hm, 14015,28/01/2015 10:00,1006.1,N,1002.2,N, 2,#
hm, 14015,28/01/2015 10:30,1006.1,N,1002.2,N, 2,#
hm, 14015,28/01/2015 11:00,1005.7,N,1001.8,N, 2,#
hm, 14015,28/01/2015 11:30,1005.6,N,1001.7,N, 2,#
hm, 14015,28/01/2015 12:00,1005.5,N,1001.6,N, 2,#
hm, 14015,28/01/2015 12:30,1005.2,N,1001.3,N, 2,#
hm, 14015,28/01/2015 13:00,1004.5,N,1000.6,N, 2,#
hm, 14015,28/01/2015 13:30,1004.3,N,1000.4,N, 2,#
hm, 14015,28/01/2015 14:00,1004.0,N,1000.1,N, 2,#
hm, 14015,28/01/2015 14:30,1003.4,N, 999.5,N, 2,#
hm, 14015,28/01/2015 15:00,1002.9,N, 999.0,N, 2,#
hm, 14015,28/01/2015 15:30,1002.5,N, 998.6,N, 2,#
hm, 14015,28/01/2015 16:00,1002.3,N, 998.4,N, 2,#
hm, 14015,28/01/2015 16:30,1003.1,N, 999.2,N, 2,#
hm, 14015,28/01/2015 16:47,1003.7,N, 999.7,N, 2,#
hm, 14015,28/01/2015 16:57,1003.7,N, 999.7,N, 2,#
hm, 14015,28/01/2015 17:00,1003.7,N, 999.7,N, 2,#
hm, 14015,28/01/2015 17:05,1003.9,N, 999.9,N, 2,#
hm, 14015,28/01/2015 17:16,1004.3,N,1000.3,N, 2,#
hm, 14015,28/01/2015 17:30,1005.1,N,1001.1,N, 2,#
hm, 14015,28/01/2015 17:50,1005.0,N,1001.0,N, 1,#
hm, 14015,28/01/2015 18:00,1005.1,N,1001.1,N, 2,#
hm, 14015,28/01/2015 18:24,1004.7,N,1000.7,N, 2,#
hm, 14015,28/01/2015 18:30,1004.7,N,1000.7,N, 2,#
hm, 14015,28/01/2015 19:00,1004.8,N,1000.8,N, 2,#
hm, 14015,28/01/2015 19:30,1005.6,N,1001.6,N, 2,#
hm, 14015,28/01/2015 19:58,1006.1,N,1002.1,N, 2,#
hm, 14015,28/01/2015 20:00,1006.2,N,1002.2,N, 2,#
hm, 14015,28/01/2015 20:11,1006.4,N,1002.4,N, 2,#
hm, 14015,28/01/2015 20:30,1006.5,N,1002.5,N, 2,#
hm, 14015,28/01/2015 21:00,1006.6,N,1002.6,N, 2,#
hm, 14015,28/01/2015 21:30,1007.4,N,1003.4,N, 2,#
hm, 14015,28/01/2015 21:37,1007.5,N,1003.5,N, 2,#
hm, 14015,28/01/2015 22:00,1008.0,N,1004.0,N, 2,#
hm, 14015,28/01/2015 22:16,1007.9,N,1003.9,N, 2,#
hm, 14015,28/01/2015 22:30,1008.0,N,1004.0,N, 2,#
hm, 14015,28/01/2015 23:00,1007.9,N,1003.9,N, 2,#
hm, 14015,28/01/2015 23:30,1007.7,N,1003.7,N, 2,#
hm, 14015,29/01/2015 00:00,1007.4,N,1003.4,N, 2,#
hm, 14015,29/01/2015 00:30,1007.1,N,1003.1,N, 2,#
hm, 14015,29/01/2015 01:00,1007.0,N,1003.0,N, 2,#
hm, 14015,29/01/2015 01:30,1006.6,N,1002.6,N, 2,#
hm, 14015,29/01/2015 02:00,1006.6,N,1002.6,N, 2,#
hm, 14015,29/01/2015 02:30,1006.3,N,1002.3,N, 2,#
hm, 14015,29/01/2015 03:00,1005.9,N,1001.9,N, 2,#
hm, 14015,29/01/2015 03:30,1006.0,N,1002.0,N, 2,#
hm, 14015,29/01/2015 04:00,1006.0,N,1002.0,N, 2,#
hm, 14015,29/01/2015 04:30,1005.9,N,1001.9,N, 2,#
hm, 14015,29/01/2015 05:00,1005.7,N,1001.7,N, 2,#
hm, 14015,29/01/2015 05:30,1005.6,N,1001.6,N, 2,#
hm, 14015,29/01/2015 06:00,1005.7,N,1001.7,N, 2,#
hm, 14015,29/01/2015 06:30,1005.4,N,1001.4,N, 2,#
hm, 14015,29/01/2015 07:00,1005.8,N,1001.8,N, 2,#
hm, 14015,29/01/2015 07:30,1006.3,N,1002.3,N, 2,#
hm, 14015,29/01/2015 08:00,1006.8,N,1002.8,N, 2,#
hm, 14015,29/01/2015 08:30,1007.1,N,1003.1,N, 2,#
hm, 14015,29/01/2015 09:00,1007.1,N,1003.1,N, 2,#
hm, 14015,29/01/2015 09:30,1007.4,N,1003.5,N, 2,#
hm, 14015,29/01/2015 10:00,1007.5,N,1003.6,N, 2,#
hm, 14015,29/01/2015 10:30,1007.5,N,1003.6,N, 2,#
hm, 14015,29/01/2015 11:00,1007.2,N,1003.3,N, 2,#
hm, 14015,29/01/2015 11:30,1007.1,N,1003.2,N, 2,#
hm, 14015,29/01/2015 12:00,1006.8,N,1002.9,N, 2,#
hm, 14015,29/01/2015 12:30,1006.5,N,1002.6,N, 2,#
hm, 14015,29/01/2015 13:00,1005.9,N,1002.0,N, 2,#
hm, 14015,29/01/2015 13:30,1005.4,N,1001.5,N, 2,#
hm, 14015,29/01/2015 14:00,1004.7,N,1000.8,N, 2,#
hm, 14015,29/01/2015 14:30,1004.6,N,1000.7,N, 2,#
hm, 14015,29/01/2015 15:00,1004.2,N,1000.3,N, 2,#
hm, 14015,29/01/2015 15:30,1003.8,N, 999.9,N, 2,#
hm, 14015,29/01/2015 16:00,1003.5,N, 999.6,N, 2,#
hm, 14015,29/01/2015 16:30,1003.5,N, 999.6,N, 2,#
hm, 14015,29/01/2015 17:00,1003.9,N,1000.0,N, 2,#
hm, 14015,29/01/2015 17:05,1003.9,N,1000.0,N, 2,#
hm, 14015,29/01/2015 17:30,1005.0,N,1001.0,N, 2,#
hm, 14015,29/01/2015 18:00,1005.7,N,1001.7,N, 2,#
hm, 14015,29/01/2015 18:12,1005.9,N,1001.9,N, 2,#
hm, 14015,29/01/2015 18:30,1005.7,N,1001.7,N, 2,#
hm, 14015,29/01/2015 18:41,1005.7,N,1001.7,N, 2,#
hm, 14015,29/01/2015 19:00,1006.0,N,1002.0,N, 2,#
hm, 14015,29/01/2015 19:30,1006.1,N,1002.1,N, 2,#
hm, 14015,29/01/2015 20:00,1007.1,N,1003.1,N, 2,#
hm, 14015,29/01/2015 20:30,1007.7,N,1003.7,N, 2,#
hm, 14015,29/01/2015 21:00,1007.9,N,1003.9,N, 2,#
hm, 14015,29/01/2015 21:30,1008.3,N,1004.3,N, 2,#
hm, 14015,29/01/2015 22:00,1008.4,N,1004.4,N, 2,#
hm, 14015,29/01/2015 22:30,1008.5,N,1004.5,N, 2,#
hm, 14015,29/01/2015 23:00,1008.7,N,1004.7,N, 2,#
hm, 14015,29/01/2015 23:30,1008.7,N,1004.7,N, 2,#
hm, 14015,30/01/2015 00:00,1008.8,N,1004.8,N, 2,#
hm, 14015,30/01/2015 00:30,1008.3,N,1004.3,N, 2,#
hm, 14015,30/01/2015 01:00,1008.0,N,1004.0,N, 2,#
hm, 14015,30/01/2015 01:30,1007.8,N,1003.8,N, 2,#
hm, 14015,30/01/2015 02:00,1007.1,N,1003.1,N, 2,#
hm, 14015,30/01/2015 02:30,1006.8,N,1002.8,N, 2,#
hm, 14015,30/01/2015 03:00,1006.6,N,1002.6,N, 2,#
hm, 14015,30/01/2015 03:30,1006.7,N,1002.7,N, 2,#
hm, 14015,30/01/2015 04:00,1006.5,N,1002.5,N, 2,#
hm, 14015,30/01/2015 04:30,1006.3,N,1002.3,N, 2,#
hm, 14015,30/01/2015 05:00,1006.0,N,1002.0,N, 2,#
hm, 14015,30/01/2015 05:30,1005.9,N,1001.9,N, 2,#
hm, 14015,30/01/2015 06:00,1005.8,N,1001.8,N, 2,#
hm, 14015,30/01/2015 06:30,1006.4,N,1002.4,N, 2,#
hm, 14015,30/01/2015 07:00,1006.8,N,1002.8,N, 2,#
hm, 14015,30/01/2015 07:30,1007.1,N,1003.1,N, 2,#
hm, 14015,30/01/2015 08:00,1007.8,N,1003.8,N, 2,#
hm, 14015,30/01/2015 08:30,1008.5,N,1004.5,N, 2,#
hm, 14015,30/01/2015 09:00,1008.8,N,1004.8,N, 2,#
hm, 14015,30/01/2015 09:30,1008.8,N,1004.9,N, 2,#
hm, 14015,30/01/2015 10:00,1008.8,N,1004.9,N, 2,#
hm, 14015,30/01/2015 10:30,1009.0,N,1005.1,N, 2,#
hm, 14015,30/01/2015 11:00,1008.7,N,1004.8,N, 2,#
hm, 14015,30/01/2015 11:30,1008.7,N,1004.8,N, 2,#
hm, 14015,30/01/2015 12:00,1008.3,N,1004.4,N, 2,#
hm, 14015,30/01/2015 12:08,1008.4,N,1004.5,N, 2,#
hm, 14015,30/01/2015 12:17,1008.5,N,1004.5,N, 2,#
hm, 14015,30/01/2015 12:30,1008.6,N,1004.6,N, 2,#
hm, 14015,30/01/2015 13:00,1008.1,N,1004.1,N, 2,#
hm, 14015,30/01/2015 13:30,1007.6,N,1003.6,N, 2,#
hm, 14015,30/01/2015 14:00,1007.2,N,1003.2,N, 2,#
hm, 14015,30/01/2015 14:30,1006.7,N,1002.8,N, 2,#
hm, 14015,30/01/2015 15:00,1006.1,N,1002.2,N, 2,#
hm, 14015,30/01/2015 15:30,1005.7,N,1001.8,N, 2,#
hm, 14015,30/01/2015 15:58,1005.9,N,1002.0,N, 2,#
hm, 14015,30/01/2015 16:00,1006.1,N,1002.1,N, 2,#
hm, 14015,30/01/2015 16:17,1006.1,N,1002.1,N, 2,#
hm, 14015,30/01/2015 16:26,1006.4,N,1002.4,N, 2,#
hm, 14015,30/01/2015 16:30,1006.3,N,1002.3,N, 2,#
hm, 14015,30/01/2015 16:45,1006.2,N,1002.2,N, 2,#
hm, 14015,30/01/2015 17:00,1006.1,N,1002.1,N, 2,#
hm, 14015,30/01/2015 17:30,1006.5,N,1002.5,N, 2,#
hm, 14015,30/01/2015 18:00,1006.9,N,1002.9,N, 2,#
hm, 14015,30/01/2015 18:03,1006.8,N,1002.8,N, 1,#
hm, 14015,30/01/2015 18:30,1007.2,N,1003.2,N, 2,#
hm, 14015,30/01/2015 18:56,1007.5,N,1003.5,N, 2,#
hm, 14015,30/01/2015 19:00,1007.8,N,1003.8,N, 2,#
hm, 14015,30/01/2015 19:07,1007.9,N,1003.9,N, 2,#
hm, 14015,30/01/2015 19:30,1008.0,N,1004.0,N, 2,#
hm, 14015,30/01/2015 20:00,1008.1,N,1004.1,N, 2,#
hm, 14015,30/01/2015 20:10,1008.3,N,1004.3,N, 2,#
hm, 14015,30/01/2015 20:30,1008.3,N,1004.3,N, 2,#
hm, 14015,30/01/2015 21:00,1008.8,N,1004.8,N, 2,#
hm, 14015,30/01/2015 21:30,1009.0,N,1005.0,N, 2,#
hm, 14015,30/01/2015 22:00,1009.6,N,1005.6,N, 2,#
hm, 14015,30/01/2015 22:30,1009.7,N,1005.7,N, 2,#
hm, 14015,30/01/2015 23:00,1009.8,N,1005.8,N, 2,#
hm, 14015,30/01/2015 23:30,1009.4,N,1005.4,N, 2,#
hm, 14015,31/01/2015 00:00,1009.3,N,1005.3,N, 2,#
hm, 14015,31/01/2015 00:30,1008.9,N,1004.9,N, 2,#
hm, 14015,31/01/2015 01:00,1008.8,N,1004.8,N, 2,#
hm, 14015,31/01/2015 01:30,1008.5,N,1004.5,N, 2,#
hm, 14015,31/01/2015 02:00,1008.1,N,1004.1,N, 2,#
hm, 14015,31/01/2015 02:20,1008.1,N,1004.1,N, 2,#
hm, 14015,31/01/2015 02:24,1008.1,N,1004.1,N, 2,#
hm, 14015,31/01/2015 02:30,1007.8,N,1003.8,N, 2,#
hm, 14015,31/01/2015 02:53,1007.5,N,1003.5,N, 2,#
hm, 14015,31/01/2015 03:00,1007.5,N,1003.5,N, 2,#
hm, 14015,31/01/2015 03:30,1007.3,N,1003.3,N, 2,#
hm, 14015,31/01/2015 04:00,1007.4,N,1003.4,N, 2,#
hm, 14015,31/01/2015 04:30,1007.2,N,1003.2,N, 2,#
hm, 14015,31/01/2015 04:36,1007.2,N,1003.2,N, 2,#
hm, 14015,31/01/2015 05:00,1007.3,N,1003.3,N, 2,#
hm, 14015,31/01/2015 05:30,1007.3,N,1003.3,N, 2,#
hm, 14015,31/01/2015 06:00,1007.4,N,1003.4,N, 2,#
hm, 14015,31/01/2015 06:30,1007.8,N,1003.8,N, 2,#
hm, 14015,31/01/2015 07:00,1008.1,N,1004.1,N, 2,#
hm, 14015,31/01/2015 07:30,1008.4,N,1004.4,N, 2,#
hm, 14015,31/01/2015 08:00,1008.6,N,1004.6,N, 2,#
hm, 14015,31/01/2015 08:30,1008.8,N,1004.9,N, 2,#
hm, 14015,31/01/2015 08:38,1008.9,N,1005.0,N, 2,#
hm, 14015,31/01/2015 08:53,1009.1,N,1005.1,N, 2,#
hm, 14015,31/01/2015 09:00,1009.1,N,1005.1,N, 2,#
hm, 14015,31/01/2015 09:30,1009.1,N,1005.2,N, 2,#
hm, 14015,31/01/2015 10:00,1009.2,N,1005.3,N, 2,#
hm, 14015,31/01/2015 10:30,1008.9,N,1005.0,N, 2,#
hm, 14015,31/01/2015 11:00,1008.9,N,1005.0,N, 2,#
hm, 14015,31/01/2015 11:30,1008.6,N,1004.7,N, 2,#
hm, 14015,31/01/2015 12:00,1008.3,N,1004.4,N, 2,#
hm, 14015,31/01/2015 12:30,1008.0,N,1004.1,N, 2,#
hm, 14015,31/01/2015 13:00,1007.7,N,1003.8,N, 2,#
hm, 14015,31/01/2015 13:30,1007.1,N,1003.2,N, 2,#
hm, 14015,31/01/2015 14:00,1006.8,N,1002.9,N, 2,#
hm, 14015,31/01/2015 14:30,1006.5,N,1002.6,N, 2,#
hm, 14015,31/01/2015 15:00,1005.9,N,1002.0,N, 2,#
hm, 14015,31/01/2015 15:30,1006.1,N,1002.2,N, 2,#
hm, 14015,31/01/2015 16:00,1005.8,N,1001.9,N, 2,#
hm, 14015,31/01/2015 16:30,1006.0,N,1002.1,N, 2,#
hm, 14015,31/01/2015 17:00,1005.8,N,1001.9,N, 2,#
hm, 14015,31/01/2015 17:30,1006.0,N,1002.1,N, 2,#
hm, 14015,31/01/2015 18:00,1005.9,N,1002.0,N, 2,#
hm, 14015,31/01/2015 18:30,1005.9,N,1002.0,N, 2,#
hm, 14015,31/01/2015 19:00,1006.2,N,1002.3,N, 2,#
hm, 14015,31/01/2015 19:30,1006.4,N,1002.4,N, 2,#
hm, 14015,31/01/2015 20:00,1007.1,N,1003.1,N, 2,#
hm, 14015,31/01/2015 20:30,1007.7,N,1003.7,N, 2,#
hm, 14015,31/01/2015 21:00,1008.1,N,1004.1,N, 2,#
hm, 14015,31/01/2015 21:30,1008.6,N,1004.6,N, 2,#
hm, 14015,31/01/2015 22:00,1008.7,N,1004.7,N, 2,#
hm, 14015,31/01/2015 22:30,1008.8,N,1004.8,N, 2,#
hm, 14015,31/01/2015 23:00,1008.6,N,1004.6,N, 2,#
hm, 14015,31/01/2015 23:30,1008.7,N,1004.7,N, 2,#
hm, 14015,01/02/2015 00:00,1008.6,N,1004.6,N, 2,#
hm, 14015,01/02/2015 00:30,1008.3,N,1004.3,N, 2,#
hm, 14015,01/02/2015 01:00,1008.2,N,1004.2,N, 2,#
hm, 14015,01/02/2015 01:30,1007.8,N,1003.8,N, 2,#
hm, 14015,01/02/2015 02:00,1007.5,N,1003.5,N, 2,#
hm, 14015,01/02/2015 02:30,1007.4,N,1003.4,N, 2,#
hm, 14015,01/02/2015 03:00,1007.2,N,1003.2,N, 2,#
hm, 14015,01/02/2015 03:30,1006.8,N,1002.8,N, 2,#
hm, 14015,01/02/2015 04:00,1006.7,N,1002.7,N, 2,#
hm, 14015,01/02/2015 04:30,1007.0,N,1003.0,N, 2,#
hm, 14015,01/02/2015 05:00,1007.1,N,1003.1,N, 2,#
hm, 14015,01/02/2015 05:30,1007.2,N,1003.2,N, 2,#
hm, 14015,01/02/2015 06:00,1007.3,N,1003.3,N, 2,#
hm, 14015,01/02/2015 06:30,1007.7,N,1003.7,N, 2,#
hm, 14015,01/02/2015 07:00,1008.1,N,1004.1,N, 2,#
hm, 14015,01/02/2015 07:30,1008.3,N,1004.3,N, 2,#
hm, 14015,01/02/2015 08:00,1008.5,N,1004.6,N, 2,#
hm, 14015,01/02/2015 08:30,1008.8,N,1004.9,N, 2,#
hm, 14015,01/02/2015 09:00,1009.1,N,1005.2,N, 2,#
hm, 14015,01/02/2015 09:30,1009.2,N,1005.3,N, 2,#
hm, 14015,01/02/2015 10:00,1009.1,N,1005.2,N, 2,#
hm, 14015,01/02/2015 10:30,1009.0,N,1005.1,N, 2,#
hm, 14015,01/02/2015 11:00,1008.7,N,1004.8,N, 2,#
hm, 14015,01/02/2015 11:30,1008.5,N,1004.6,N, 2,#
hm, 14015,01/02/2015 12:00,1008.4,N,1004.5,N, 2,#
hm, 14015,01/02/2015 12:30,1007.7,N,1003.8,N, 2,#
hm, 14015,01/02/2015 13:00,1007.5,N,1003.6,N, 2,#
hm, 14015,01/02/2015 13:09,1007.5,N,1003.6,N, 2,#
hm, 14015,01/02/2015 13:30,1007.3,N,1003.4,N, 2,#
hm, 14015,01/02/2015 14:00,1007.2,N,1003.3,N, 2,#
hm, 14015,01/02/2015 14:18,1007.3,N,1003.4,N, 2,#
hm, 14015,01/02/2015 14:25,1007.2,N,1003.2,N, 2,#
hm, 14015,01/02/2015 14:30,1007.2,N,1003.2,N, 2,#
hm, 14015,01/02/2015 14:44,1007.1,N,1003.1,N, 2,#
hm, 14015,01/02/2015 15:00,1006.7,N,1002.7,N, 2,#
hm, 14015,01/02/2015 15:30,1006.4,N,1002.5,N, 2,#
hm, 14015,01/02/2015 16:00,1005.8,N,1001.9,N, 2,#
hm, 14015,01/02/2015 16:30,1005.9,N,1002.0,N, 2,#
hm, 14015,01/02/2015 17:00,1006.0,N,1002.1,N, 2,#
hm, 14015,01/02/2015 17:30,1006.3,N,1002.4,N, 2,#
hm, 14015,01/02/2015 18:00,1006.8,N,1002.9,N, 2,#
hm, 14015,01/02/2015 18:30,1007.3,N,1003.3,N, 2,#
hm, 14015,01/02/2015 19:00,1007.7,N,1003.7,N, 2,#
hm, 14015,01/02/2015 19:30,1007.5,N,1003.5,N, 2,#
hm, 14015,01/02/2015 20:00,1007.6,N,1003.6,N, 2,#
hm, 14015,01/02/2015 20:30,1008.0,N,1004.0,N, 2,#
hm, 14015,01/02/2015 21:00,1008.5,N,1004.5,N, 2,#
hm, 14015,01/02/2015 21:30,1008.9,N,1004.9,N, 2,#
hm, 14015,01/02/2015 22:00,1008.5,N,1004.5,N, 2,#
hm, 14015,01/02/2015 22:30,1008.2,N,1004.2,N, 2,#
hm, 14015,01/02/2015 23:00,1008.5,N,1004.5,N, 2,#
hm, 14015,01/02/2015 23:30,1008.7,N,1004.7,N, 2,#
hm, 14015,02/02/2015 00:00,1008.9,N,1004.9,N, 2,#
hm, 14015,02/02/2015 00:30,1008.8,N,1004.8,N, 2,#
hm, 14015,02/02/2015 01:00,1008.5,N,1004.5,N, 2,#
hm, 14015,02/02/2015 01:30,1008.5,N,1004.5,N, 2,#
hm, 14015,02/02/2015 02:00,1007.9,N,1003.9,N, 2,#
hm, 14015,02/02/2015 02:30,1007.3,N,1003.3,N, 2,#
hm, 14015,02/02/2015 03:00,1007.2,N,1003.2,N, 2,#
hm, 14015,02/02/2015 03:30,1007.1,N,1003.1,N, 2,#
hm, 14015,02/02/2015 04:00,1006.8,N,1002.8,N, 2,#
hm, 14015,02/02/2015 04:30,1006.6,N,1002.6,N, 2,#
hm, 14015,02/02/2015 05:00,1006.5,N,1002.5,N, 2,#
hm, 14015,02/02/2015 05:30,1007.0,N,1003.0,N, 2,#
hm, 14015,02/02/2015 06:00,1007.4,N,1003.4,N, 2,#
hm, 14015,02/02/2015 06:30,1007.7,N,1003.7,N, 2,#
hm, 14015,02/02/2015 07:00,1007.7,N,1003.7,N, 2,#
hm, 14015,02/02/2015 07:30,1008.0,N,1004.0,N, 2,#
hm, 14015,02/02/2015 08:00,1008.4,N,1004.5,N, 2,#
hm, 14015,02/02/2015 08:30,1008.9,N,1005.0,N, 2,#
hm, 14015,02/02/2015 09:00,1009.3,N,1005.4,N, 2,#
hm, 14015,02/02/2015 09:30,1009.3,N,1005.4,N, 2,#
hm, 14015,02/02/2015 10:00,1009.2,N,1005.3,N, 2,#
hm, 14015,02/02/2015 10:30,1009.1,N,1005.2,N, 2,#
hm, 14015,02/02/2015 11:00,1008.9,N,1005.0,N, 2,#
hm, 14015,02/02/2015 11:30,1008.7,N,1004.8,N, 2,#
hm, 14015,02/02/2015 12:00,1008.4,N,1004.5,N, 2,#
hm, 14015,02/02/2015 12:30,1008.1,N,1004.2,N, 2,#
hm, 14015,02/02/2015 13:00,1007.8,N,1003.9,N, 2,#
hm, 14015,02/02/2015 13:30,1007.4,N,1003.5,N, 2,#
hm, 14015,02/02/2015 14:00,1007.1,N,1003.2,N, 2,#
hm, 14015,02/02/2015 14:30,1006.8,N,1002.9,N, 2,#
hm, 14015,02/02/2015 15:00,1006.7,N,1002.8,N, 2,#
hm, 14015,02/02/2015 15:30,1006.6,N,1002.7,N, 2,#
hm, 14015,02/02/2015 16:00,1006.4,N,1002.5,N, 2,#
hm, 14015,02/02/2015 16:30,1006.3,N,1002.4,N, 2,#
hm, 14015,02/02/2015 17:00,1006.2,N,1002.3,N, 2,#
hm, 14015,02/02/2015 17:30,1006.3,N,1002.4,N, 2,#
hm, 14015,02/02/2015 18:00,1006.6,N,1002.7,N, 2,#
hm, 14015,02/02/2015 18:30,1006.7,N,1002.8,N, 2,#
hm, 14015,02/02/2015 19:00,1006.8,N,1002.9,N, 2,#
hm, 14015,02/02/2015 19:30,1006.6,N,1002.7,N, 2,#
hm, 14015,02/02/2015 20:00,1007.1,N,1003.2,N, 2,#
hm, 14015,02/02/2015 20:30,1008.2,N,1004.3,N, 2,#
hm, 14015,02/02/2015 21:00,1008.0,N,1004.1,N, 2,#
hm, 14015,02/02/2015 21:30,1008.1,N,1004.2,N, 2,#
